tensor_id,name,size,aligned_size,first_use,last_use,offset,memory_class
127,model.20.cv1.conv.bias,512,512,-1,171,0,WEIGHT
128,model.23.one2one_cv2.1.0.conv.weight,294912,294912,-1,171,0,WEIGHT
129,model.23.one2one_cv2.1.0.conv.bias,256,256,-1,171,0,WEIGHT
130,model.23.one2one_cv3.1.0.0.conv.weight,4608,4608,-1,171,0,WEIGHT
131,model.23.one2one_cv3.1.0.0.conv.bias,512,512,-1,171,0,WEIGHT
132,model.20.cv2.conv.weight,4608,4608,-1,171,0,WEIGHT
133,model.20.cv2.conv.bias,512,512,-1,171,0,WEIGHT
134,model.23.one2one_cv2.1.1.conv.weight,147456,147456,-1,171,0,WEIGHT
135,model.23.one2one_cv2.1.1.conv.bias,256,256,-1,171,0,WEIGHT
136,model.23.one2one_cv3.1.0.1.conv.weight,40960,40960,-1,171,0,WEIGHT
137,model.23.one2one_cv3.1.0.1.conv.bias,320,320,-1,171,0,WEIGHT
138,model.22.cv1.conv.weight,393216,393216,-1,171,0,WEIGHT
139,model.22.cv1.conv.bias,1024,1024,-1,171,0,WEIGHT
140,model.23.one2one_cv2.1.2.weight,16384,16384,-1,171,0,WEIGHT
141,model.23.one2one_cv2.1.2.bias,256,256,-1,171,0,WEIGHT
142,model.23.one2one_cv3.1.1.0.conv.weight,2880,2880,-1,171,0,WEIGHT
143,model.23.one2one_cv3.1.1.0.conv.bias,320,320,-1,171,0,WEIGHT
144,model.22.m.0.cv1.0.conv.weight,4608,4608,-1,171,0,WEIGHT
145,model.22.m.0.cv1.0.conv.bias,512,512,-1,171,0,WEIGHT
146,model.23.one2one_cv3.1.1.1.conv.weight,25600,25600,-1,171,0,WEIGHT
147,model.23.one2one_cv3.1.1.1.conv.bias,320,320,-1,171,0,WEIGHT
148,model.22.m.0.cv1.1.conv.weight,131072,131072,-1,171,0,WEIGHT
149,model.22.m.0.cv1.1.conv.bias,1024,1024,-1,171,0,WEIGHT
150,model.23.one2one_cv3.1.2.weight,25600,25600,-1,171,0,WEIGHT
151,model.23.one2one_cv3.1.2.bias,320,320,-1,171,0,WEIGHT
152,model.22.m.0.cv1.2.conv.weight,50176,50176,-1,171,0,WEIGHT
153,model.22.m.0.cv1.2.conv.bias,1024,1024,-1,171,0,WEIGHT
154,model.22.m.0.cv1.3.conv.weight,131072,131072,-1,171,0,WEIGHT
155,model.22.m.0.cv1.3.conv.bias,512,512,-1,171,0,WEIGHT
156,model.22.m.0.cv1.4.conv.weight,4608,4608,-1,171,0,WEIGHT
157,model.22.m.0.cv1.4.conv.bias,512,512,-1,171,0,WEIGHT
158,model.22.cv2.conv.weight,393216,393216,-1,171,0,WEIGHT
159,model.22.cv2.conv.bias,1024,1024,-1,171,0,WEIGHT
160,model.23.one2one_cv2.2.0.conv.weight,589824,589824,-1,171,0,WEIGHT
161,model.23.one2one_cv2.2.0.conv.bias,256,256,-1,171,0,WEIGHT
162,model.23.one2one_cv3.2.0.0.conv.weight,9216,9216,-1,171,0,WEIGHT
163,model.23.one2one_cv3.2.0.0.conv.bias,1024,1024,-1,171,0,WEIGHT
164,model.23.one2one_cv2.2.1.conv.weight,147456,147456,-1,171,0,WEIGHT
165,model.23.one2one_cv2.2.1.conv.bias,256,256,-1,171,0,WEIGHT
166,model.23.one2one_cv3.2.0.1.conv.weight,81920,81920,-1,171,0,WEIGHT
167,model.23.one2one_cv3.2.0.1.conv.bias,320,320,-1,171,0,WEIGHT
168,model.23.one2one_cv2.2.2.weight,16384,16384,-1,171,0,WEIGHT
169,model.23.one2one_cv2.2.2.bias,256,256,-1,171,0,WEIGHT
170,model.23.one2one_cv3.2.1.0.conv.weight,2880,2880,-1,171,0,WEIGHT
171,model.23.one2one_cv3.2.1.0.conv.bias,320,320,-1,171,0,WEIGHT
172,model.23.one2one_cv3.2.1.1.conv.weight,25600,25600,-1,171,0,WEIGHT
173,model.23.one2one_cv3.2.1.1.conv.bias,320,320,-1,171,0,WEIGHT
174,/model.23/dfl/Constant_output_0,16,16,-1,171,0,WEIGHT
175,model.23.one2one_cv3.2.2.weight,25600,25600,-1,171,0,WEIGHT
176,model.23.one2one_cv3.2.2.bias,320,320,-1,171,0,WEIGHT
177,model.23.dfl.conv.weight,64,64,-1,171,0,WEIGHT
178,/model.23/dfl/Constant_1_output_0,12,16,-1,171,0,WEIGHT
179,/model.23/Constant_7_output_0,4,16,-1,171,0,WEIGHT
180,/model.23/Mul_output_0,4,16,-1,171,0,WEIGHT
181,/model.23/Constant_6_output_0,4,16,-1,171,0,WEIGHT
182,/model.23/Mul_1_output_0,4,16,-1,171,0,WEIGHT
183,/model.23/Constant_12_output_0,67200,67200,-1,171,0,WEIGHT
184,/model.23/Constant_13_output_0,67200,67200,-1,171,0,WEIGHT
185,/model.23/Constant_14_output_0,33600,33600,-1,171,0,WEIGHT
186,onnx::Split_597,8,16,-1,171,0,WEIGHT
187,/model.23/Constant_15_output_0,4,16,-1,171,0,WEIGHT
188,/model.23/Constant_16_output_0,4,16,-1,171,0,WEIGHT
189,/model.23/Constant_17_output_0,12,16,-1,171,0,WEIGHT
190,/model.23/Constant_20_output_0,4,16,-1,171,0,WEIGHT
191,onnx::Tile_660,12,16,-1,171,0,WEIGHT
192,/model.0/act/Mul_output_0,6553600,6553600,0,1,4915200,ACTIVATION_ARENA
193,/model.1/act/Mul_output_0,3276800,3276800,1,2,0,ACTIVATION_ARENA
194,/model.2/cv1/act/Mul_output_0,3276800,3276800,2,3,3276800,ACTIVATION_ARENA
195,/model.2/Split_output_0,1638400,1638400,3,7,0,ACTIVATION_ARENA
196,/model.2/Split_output_1,1638400,1638400,3,7,1638400,ACTIVATION_ARENA
197,/model.2/m.0/cv1/act/Mul_output_0,1638400,1638400,4,5,3276800,ACTIVATION_ARENA
198,/model.2/m.0/cv2/act/Mul_output_0,1638400,1638400,5,6,4915200,ACTIVATION_ARENA
199,/model.2/m.0/Add_output_0,1638400,1638400,6,7,3276800,ACTIVATION_ARENA
200,/model.2/Concat_output_0,4915200,4915200,7,8,4915200,ACTIVATION_ARENA
201,/model.2/cv2/act/Mul_output_0,3276800,3276800,8,9,0,ACTIVATION_ARENA
202,/model.3/act/Mul_output_0,1638400,1638400,9,10,3276800,ACTIVATION_ARENA
203,/model.4/cv1/act/Mul_output_0,1638400,1638400,10,11,0,ACTIVATION_ARENA
204,/model.4/Split_output_0,819200,819200,11,18,1638400,ACTIVATION_ARENA
205,/model.4/Split_output_1,819200,819200,11,18,2457600,ACTIVATION_ARENA
206,/model.4/m.0/cv1/act/Mul_output_0,819200,819200,12,13,0,ACTIVATION_ARENA
207,/model.4/m.0/cv2/act/Mul_output_0,819200,819200,13,14,819200,ACTIVATION_ARENA
208,/model.4/m.0/Add_output_0,819200,819200,14,18,0,ACTIVATION_ARENA
209,/model.4/m.1/cv1/act/Mul_output_0,819200,819200,15,16,819200,ACTIVATION_ARENA
210,/model.4/m.1/cv2/act/Mul_output_0,819200,819200,16,17,3276800,ACTIVATION_ARENA
211,/model.4/m.1/Add_output_0,819200,819200,17,18,819200,ACTIVATION_ARENA
212,/model.4/Concat_output_0,3276800,3276800,18,19,3276800,ACTIVATION_ARENA
213,/model.4/cv2/act/Mul_output_0,1638400,1638400,19,78,0,ACTIVATION_ARENA
214,/model.5/cv1/act/Mul_output_0,3276800,3276800,20,21,1638400,ACTIVATION_ARENA
215,/model.5/cv2/conv/Conv_output_0,819200,819200,21,22,4915200,ACTIVATION_ARENA
216,/model.6/cv1/act/Mul_output_0,819200,819200,22,23,1638400,ACTIVATION_ARENA
217,/model.6/Split_output_0,409600,409600,23,30,2457600,ACTIVATION_ARENA
218,/model.6/Split_output_1,409600,409600,23,30,2867200,ACTIVATION_ARENA
219,/model.6/m.0/cv1/act/Mul_output_0,409600,409600,24,25,1638400,ACTIVATION_ARENA
220,/model.6/m.0/cv2/act/Mul_output_0,409600,409600,25,26,2048000,ACTIVATION_ARENA
221,/model.6/m.0/Add_output_0,409600,409600,26,30,1638400,ACTIVATION_ARENA
222,/model.6/m.1/cv1/act/Mul_output_0,409600,409600,27,28,2048000,ACTIVATION_ARENA
223,/model.6/m.1/cv2/act/Mul_output_0,409600,409600,28,29,3276800,ACTIVATION_ARENA
224,/model.6/m.1/Add_output_0,409600,409600,29,30,2048000,ACTIVATION_ARENA
225,/model.6/Concat_output_0,1638400,1638400,30,31,3276800,ACTIVATION_ARENA
226,/model.6/cv2/act/Mul_output_0,819200,819200,31,70,1638400,ACTIVATION_ARENA
227,/model.7/cv1/act/Mul_output_0,1638400,1638400,32,33,2457600,ACTIVATION_ARENA
228,/model.7/cv2/conv/Conv_output_0,409600,409600,33,34,4096000,ACTIVATION_ARENA
229,/model.8/cv1/act/Mul_output_0,409600,409600,34,35,2457600,ACTIVATION_ARENA
230,/model.8/Split_output_0,204800,204800,35,39,2867200,ACTIVATION_ARENA
231,/model.8/Split_output_1,204800,204800,35,39,3072000,ACTIVATION_ARENA
232,/model.8/m.0/cv1/act/Mul_output_0,204800,204800,36,37,2457600,ACTIVATION_ARENA
233,/model.8/m.0/cv2/act/Mul_output_0,204800,204800,37,38,2662400,ACTIVATION_ARENA
234,/model.8/m.0/Add_output_0,204800,204800,38,39,2457600,ACTIVATION_ARENA
235,/model.8/Concat_output_0,614400,614400,39,40,3276800,ACTIVATION_ARENA
236,/model.8/cv2/act/Mul_output_0,409600,409600,40,41,2457600,ACTIVATION_ARENA
237,/model.9/cv1/act/Mul_output_0,204800,204800,41,45,2867200,ACTIVATION_ARENA
238,/model.9/m/MaxPool_output_0,204800,204800,42,45,2457600,ACTIVATION_ARENA
239,/model.9/m_1/MaxPool_output_0,204800,204800,43,45,2662400,ACTIVATION_ARENA
240,/model.9/m_2/MaxPool_output_0,204800,204800,44,45,3072000,ACTIVATION_ARENA
241,/model.9/Concat_output_0,819200,819200,45,46,3276800,ACTIVATION_ARENA
242,/model.9/cv2/act/Mul_output_0,409600,409600,46,47,2457600,ACTIVATION_ARENA
243,/model.10/cv1/act/Mul_output_0,409600,409600,47,48,2867200,ACTIVATION_ARENA
244,/model.10/Split_output_0,204800,204800,48,67,2457600,ACTIVATION_ARENA
245,/model.10/Split_output_1,204800,204800,48,63,2662400,ACTIVATION_ARENA
246,/model.10/attn/qkv/conv/Conv_output_0,409600,409600,49,50,2867200,ACTIVATION_ARENA
247,/model.10/attn/Reshape_output_0,409600,409600,50,51,3276800,ACTIVATION_ARENA
248,/model.10/attn/Split_output_0,102400,102400,51,52,2867200,ACTIVATION_ARENA
249,/model.10/attn/Split_output_1,102400,102400,51,54,2969600,ACTIVATION_ARENA
250,/model.10/attn/Split_output_2,204800,204800,51,59,3072000,ACTIVATION_ARENA
251,/model.10/attn/Transpose_output_0,102400,102400,52,54,3276800,ACTIVATION_ARENA
252,/model.10/attn/Reshape_2_output_0,204800,204800,53,55,3379200,ACTIVATION_ARENA
253,/model.10/attn/MatMul_output_0,1280000,1280000,54,56,3584000,ACTIVATION_ARENA
254,/model.10/attn/pe/conv/Conv_output_0,204800,204800,55,61,2867200,ACTIVATION_ARENA
255,/model.10/attn/Mul_output_0,1280000,1280000,56,57,4864000,ACTIVATION_ARENA
256,/model.10/attn/Softmax_output_0,1280000,1280000,57,58,3276800,ACTIVATION_ARENA
257,/model.10/attn/Transpose_1_output_0,1280000,1280000,58,59,4556800,ACTIVATION_ARENA
258,/model.10/attn/MatMul_1_output_0,204800,204800,59,60,3276800,ACTIVATION_ARENA
259,/model.10/attn/Reshape_1_output_0,204800,204800,60,61,3072000,ACTIVATION_ARENA
260,/model.10/attn/Add_output_0,204800,204800,61,62,3276800,ACTIVATION_ARENA
261,/model.10/attn/proj/conv/Conv_output_0,204800,204800,62,63,2867200,ACTIVATION_ARENA
262,/model.10/Add_output_0,204800,204800,63,66,3072000,ACTIVATION_ARENA
263,/model.10/ffn/ffn.0/act/Mul_output_0,409600,409600,64,65,2662400,ACTIVATION_ARENA
264,/model.10/ffn/ffn.1/conv/Conv_output_0,204800,204800,65,66,3276800,ACTIVATION_ARENA
265,/model.10/Add_1_output_0,204800,204800,66,67,2662400,ACTIVATION_ARENA
266,/model.10/Concat_output_0,409600,409600,67,68,2867200,ACTIVATION_ARENA
267,/model.10/cv2/act/Mul_output_0,409600,409600,68,109,2457600,ACTIVATION_ARENA
268,/model.11/Resize_output_0,1638400,1638400,69,70,2867200,ACTIVATION_ARENA
269,/model.12/Concat_output_0,2457600,2457600,70,71,4505600,ACTIVATION_ARENA
270,/model.13/cv1/act/Mul_output_0,819200,819200,71,72,1638400,ACTIVATION_ARENA
271,/model.13/Split_output_0,409600,409600,72,75,2867200,ACTIVATION_ARENA
272,/model.13/Split_output_1,409600,409600,72,75,3276800,ACTIVATION_ARENA
273,/model.13/m.0/cv1/act/Mul_output_0,409600,409600,73,74,1638400,ACTIVATION_ARENA
274,/model.13/m.0/cv2/act/Mul_output_0,409600,409600,74,75,2048000,ACTIVATION_ARENA
275,/model.13/Concat_output_0,1228800,1228800,75,76,3686400,ACTIVATION_ARENA
276,/model.13/cv2/act/Mul_output_0,819200,819200,76,88,1638400,ACTIVATION_ARENA
277,/model.14/Resize_output_0,3276800,3276800,77,78,2867200,ACTIVATION_ARENA
278,/model.15/Concat_output_0,4915200,4915200,78,79,6144000,ACTIVATION_ARENA
279,/model.16/cv1/act/Mul_output_0,1638400,1638400,79,80,0,ACTIVATION_ARENA
280,/model.16/Split_output_0,819200,819200,80,83,2867200,ACTIVATION_ARENA
281,/model.16/Split_output_1,819200,819200,80,83,3686400,ACTIVATION_ARENA
282,/model.16/m.0/cv1/act/Mul_output_0,819200,819200,81,82,0,ACTIVATION_ARENA
283,/model.16/m.0/cv2/act/Mul_output_0,819200,819200,82,83,819200,ACTIVATION_ARENA
284,/model.16/Concat_output_0,2457600,2457600,83,84,4505600,ACTIVATION_ARENA
285,/model.16/cv2/act/Mul_output_0,1638400,1638400,84,87,0,ACTIVATION_ARENA
286,/model.17/act/Mul_output_0,409600,409600,85,88,2867200,ACTIVATION_ARENA
287,/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul_output_0,1638400,1638400,86,89,3276800,ACTIVATION_ARENA
288,/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Mul_output_0,1638400,1638400,87,90,4915200,ACTIVATION_ARENA
289,/model.18/Concat_output_0,1228800,1228800,88,91,0,ACTIVATION_ARENA
290,/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul_output_0,1638400,1638400,89,92,6553600,ACTIVATION_ARENA
291,/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul_output_0,2048000,2048000,90,93,2867200,ACTIVATION_ARENA
292,/model.19/cv1/act/Mul_output_0,819200,819200,91,94,1228800,ACTIVATION_ARENA
293,/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0,1638400,1638400,92,95,4915200,ACTIVATION_ARENA
294,/model.19/Split_output_0,409600,409600,94,101,2048000,ACTIVATION_ARENA
295,/model.19/Split_output_1,409600,409600,94,101,0,ACTIVATION_ARENA
296,/model.23/Reshape_output_0,1638400,1638400,95,133,409600,ACTIVATION_ARENA
297,/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul_output_0,2048000,2048000,93,97,6553600,ACTIVATION_ARENA
298,/model.19/m.0/cv1/act/Mul_output_0,409600,409600,96,98,8601600,ACTIVATION_ARENA
299,/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Mul_output_0,2048000,2048000,97,99,9011200,ACTIVATION_ARENA
300,/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0,2048000,2048000,99,100,2867200,ACTIVATION_ARENA
301,/model.19/m.0/cv2/act/Mul_output_0,409600,409600,98,101,11059200,ACTIVATION_ARENA
302,/model.23/Reshape_3_output_0,2048000,2048000,100,142,4915200,ACTIVATION_ARENA
303,/model.19/Concat_output_0,1228800,1228800,101,102,2867200,ACTIVATION_ARENA
304,/model.19/cv2/act/Mul_output_0,819200,819200,102,105,4096000,ACTIVATION_ARENA
305,/model.20/cv1/act/Mul_output_0,819200,819200,103,106,2867200,ACTIVATION_ARENA
306,/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul_output_0,409600,409600,104,107,0,ACTIVATION_ARENA
307,/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul_output_0,819200,819200,105,108,6963200,ACTIVATION_ARENA
308,/model.20/cv2/conv/Conv_output_0,204800,204800,106,109,2048000,ACTIVATION_ARENA
309,/model.21/Concat_output_0,614400,614400,109,110,3788800,ACTIVATION_ARENA
310,/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Mul_output_0,409600,409600,107,111,2867200,ACTIVATION_ARENA
311,/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul_output_0,512000,512000,108,112,3276800,ACTIVATION_ARENA
312,/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0,409600,409600,111,113,2048000,ACTIVATION_ARENA
313,/model.22/cv1/act/Mul_output_0,409600,409600,110,114,0,ACTIVATION_ARENA
314,/model.23/Reshape_1_output_0,409600,409600,113,133,2969600,ACTIVATION_ARENA
315,/model.22/Split_output_0,204800,204800,114,124,2048000,ACTIVATION_ARENA
316,/model.22/Split_output_1,204800,204800,114,124,2252800,ACTIVATION_ARENA
317,/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0,512000,512000,112,116,2457600,ACTIVATION_ARENA
318,/model.22/m.0/cv1/cv1.0/act/Mul_output_0,204800,204800,115,117,0,ACTIVATION_ARENA
319,/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0,512000,512000,116,118,3379200,ACTIVATION_ARENA
320,/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0,512000,512000,118,119,3891200,ACTIVATION_ARENA
321,/model.23/Reshape_4_output_0,512000,512000,119,142,3379200,ACTIVATION_ARENA
322,/model.22/m.0/cv1/cv1.1/act/Mul_output_0,409600,409600,117,120,2457600,ACTIVATION_ARENA
323,/model.22/m.0/cv1/cv1.2/act/Mul_output_0,409600,409600,120,121,0,ACTIVATION_ARENA
